iter	Passed	Remaining
1668	19251	9585
1669	19261	9573
1670	19272	9561
1671	19282	9549
1672	19293	9537
1673	19303	9524
1674	19315	9513
1675	19326	9502
1676	19337	9489
1677	19349	9478
1678	19360	9467
1679	19372	9455
1680	19383	9443
1681	19394	9432
1682	19405	9420
1683	19417	9408
1684	19427	9396
1685	19438	9384
1686	19448	9372
1687	19459	9360
1688	19470	9349
1689	19483	9338
1690	19497	9327
1691	19529	9326
1692	19543	9315
1693	19558	9305
1694	19574	9296
1695	19590	9286
1696	19607	9277
1697	19622	9268
1698	19639	9259
1699	19651	9247
1700	19662	9236
1701	19673	9224
1702	19684	9212
1703	19694	9200
1704	19705	9188
1705	19716	9176
1706	19727	9164
1707	19739	9153
1708	19750	9141
1709	19760	9129
1710	19772	9117
1711	19782	9105
1712	19793	9093
1713	19805	9082
1714	19816	9070
1715	19827	9058
1716	19838	9047
1717	19850	9035
1718	19860	9023
1719	19872	9011
1720	19883	9000
1721	19894	8988
1722	19906	8976
1723	19917	8965
1724	19928	8953
1725	19940	8941
1726	19951	8930
1727	19962	8918
1728	19973	8906
1729	19983	8894
1730	19995	8882
1731	20007	8871
1732	20018	8859
1733	20030	8848
1734	20042	8837
1735	20052	8825
1736	20063	8813
1737	20074	8801
1738	20085	8789
1739	20095	8777
1740	20107	8766
1741	20118	8754
1742	20129	8742
1743	20139	8730
1744	20149	8718
1745	20160	8706
1746	20171	8694
1747	20181	8682
1748	20193	8670
1749	20203	8658
1750	20214	8646
1751	20224	8634
1752	20237	8623
1753	20248	8611
1754	20259	8600
1755	20270	8588
1756	20281	8576
1757	20292	8564
1758	20302	8552
1759	20313	8540
1760	20324	8529
1761	20334	8516
1762	20345	8504
1763	20356	8493
1764	20369	8482
1765	20380	8470
1766	20391	8458
1767	20401	8446
1768	20412	8435
1769	20425	8423
1770	20435	8411
1771	20446	8400
1772	20457	8388
1773	20467	8376
1774	20478	8364
1775	20489	8352
1776	20499	8340
1777	20509	8328
1778	20520	8316
1779	20530	8304
1780	20541	8292
1781	20552	8280
1782	20562	8269
1783	20574	8257
1784	20585	8245
1785	20596	8234
1786	20607	8222
1787	20617	8210
1788	20628	8198
1789	20639	8186
1790	20651	8175
1791	20662	8163
1792	20672	8151
1793	20684	8139
1794	20695	8128
1795	20705	8116
1796	20716	8104
1797	20727	8092
1798	20738	8080
1799	20749	8069
1800	20760	8057
1801	20770	8045
1802	20781	8033
1803	20793	8022
1804	20804	8010
1805	20815	7998
1806	20825	7986
1807	20835	7974
1808	20847	7963
1809	20858	7951
1810	20870	7940
1811	20882	7928
1812	20893	7917
1813	20904	7905
1814	20915	7893
1815	20926	7882
1816	20937	7870
1817	20950	7859
1818	20961	7847
1819	20973	7836
1820	20984	7824
1821	20995	7812
1822	21006	7801
1823	21017	7789
1824	21028	7777
1825	21039	7765
1826	21051	7754
1827	21061	7742
1828	21072	7730
1829	21084	7719
1830	21094	7707
1831	21105	7695
1832	21118	7684
1833	21129	7672
1834	21139	7661
1835	21152	7649
1836	21163	7638
1837	21176	7627
1838	21188	7615
1839	21199	7604
1840	21211	7592
1841	21223	7581
1842	21233	7569
1843	21245	7557
1844	21256	7546
1845	21267	7534
1846	21279	7523
1847	21290	7511
1848	21301	7500
1849	21314	7488
1850	21326	7477
1851	21336	7465
1852	21364	7459
1853	21381	7450
1854	21398	7440
1855	21411	7429
1856	21425	7418
1857	21441	7408
1858	21455	7398
1859	21470	7387
1860	21489	7378
1861	21500	7366
1862	21512	7355
1863	21524	7344
1864	21536	7332
1865	21548	7321
1866	21560	7309
1867	21573	7299
1868	21586	7287
1869	21597	7276
1870	21609	7264
1871	21621	7253
1872	21633	7241
1873	21645	7230
1874	21655	7218
1875	21666	7206
1876	21677	7195
1877	21689	7183
1878	21699	7171
1879	21712	7160
1880	21723	7148
1881	21734	7137
1882	21745	7125
1883	21755	7113
1884	21767	7101
1885	21778	7090
1886	21789	7078
1887	21800	7066
1888	21812	7055
1889	21824	7044
1890	21838	7033
1891	21849	7021
1892	21861	7009
1893	21872	6998
1894	21882	6986
1895	21893	6974
1896	21904	6962
1897	21915	6951
1898	21926	6939
1899	21937	6927
1900	21948	6915
1901	21959	6904
1902	21971	6892
1903	21981	6880
1904	21992	6868
1905	22002	6857
1906	22013	6845
1907	22024	6833
1908	22036	6822
1909	22047	6810
1910	22058	6798
1911	22070	6787
1912	22081	6775
1913	22094	6764
1914	22106	6753
1915	22117	6741
1916	22128	6729
1917	22138	6717
1918	22150	6706
1919	22162	6695
1920	22174	6683
1921	22186	6671
1922	22198	6660
1923	22211	6649
1924	22224	6638
1925	22236	6627
1926	22248	6615
1927	22260	6604
1928	22271	6592
1929	22282	6580
1930	22294	6569
1931	22307	6558
1932	22318	6546
1933	22329	6535
1934	22340	6523
1935	22352	6511
1936	22364	6500
1937	22375	6488
1938	22386	6477
1939	22397	6465
1940	22410	6454
1941	22422	6442
1942	22434	6431
1943	22446	6420
1944	22457	6408
1945	22468	6396
1946	22480	6385
1947	22493	6374
1948	22504	6362
1949	22515	6350
1950	22526	6338
1951	22538	6327
1952	22551	6316
1953	22562	6304
1954	22573	6292
1955	22584	6281
1956	22595	6269
1957	22607	6258
1958	22619	6246
1959	22632	6235
1960	22644	6224
1961	22655	6212
1962	22666	6200
1963	22679	6189
1964	22692	6178
1965	22704	6166
1966	22715	6155
1967	22727	6143
1968	22741	6133
1969	22755	6122
1970	22770	6111
1971	22783	6100
1972	22795	6088
1973	22807	6077
1974	22819	6065
1975	22832	6054
1976	22843	6043
1977	22855	6031
1978	22866	6019
1979	22878	6008
1980	22889	5996
1981	22902	5985
1982	22914	5974
1983	22925	5962
1984	22937	5950
1985	22947	5939
1986	22959	5927
1987	22971	5916
1988	22981	5904
1989	22993	5892
1990	23004	5881
1991	23015	5869
1992	23027	5857
1993	23039	5846
1994	23052	5835
1995	23065	5824
1996	23076	5812
1997	23087	5800
1998	23098	5789
1999	23110	5777
2000	23124	5766
2001	23137	5755
2002	23149	5744
2003	23161	5732
2004	23176	5721
2005	23188	5710
2006	23201	5699
2007	23214	5687
2008	23225	5676
2009	23238	5665
2010	23249	5653
2011	23261	5641
2012	23273	5630
2013	23285	5619
2014	23298	5607
2015	23309	5596
2016	23322	5584
2017	23334	5573
2018	23346	5561
2019	23360	5551
2020	23372	5539
2021	23384	5528
2022	23399	5517
2023	23422	5508
2024	23444	5499
2025	23461	5489
2026	23477	5478
2027	23495	5468
2028	23515	5458
2029	23531	5448
2030	23543	5436
2031	23562	5426
2032	23574	5415
2033	23586	5403
2034	23597	5392
2035	23609	5380
2036	23620	5368
2037	23633	5357
2038	23644	5345
2039	23654	5333
2040	23664	5321
2041	23675	5310
2042	23686	5298
2043	23697	5286
2044	23709	5275
2045	23720	5263
2046	23731	5251
2047	23743	5240
2048	23753	5228
2049	23764	5216
2050	23775	5204
2051	23787	5193
2052	23799	5181
2053	23809	5169
2054	23819	5158
2055	23832	5146
2056	23843	5135
2057	23855	5123
2058	23865	5111
2059	23876	5099
2060	23887	5088
2061	23898	5076
2062	23910	5064
2063	23920	5053
2064	23933	5041
2065	23944	5029
2066	23953	5017
2067	23963	5005
2068	23973	4993
2069	23983	4981
2070	23994	4970
2071	24004	4958
2072	24015	4946
2073	24025	4934
2074	24035	4923
2075	24045	4911
2076	24055	4899
2077	24066	4887
2078	24077	4875
2079	24087	4863
2080	24100	4852
2081	24110	4840
2082	24121	4828
2083	24131	4817
2084	24141	4805
2085	24152	4793
2086	24163	4781
2087	24174	4770
2088	24184	4758
2089	24195	4746
2090	24205	4734
2091	24215	4722
2092	24225	4710
2093	24235	4699
2094	24245	4687
2095	24256	4675
2096	24266	4663
2097	24276	4651
2098	24286	4639
2099	24296	4627
2100	24307	4616
2101	24317	4604
2102	24329	4592
2103	24339	4581
2104	24349	4569
2105	24360	4557
2106	24371	4545
2107	24380	4533
2108	24391	4522
2109	24402	4510
2110	24413	4498
2111	24424	4486
2112	24434	4475
2113	24444	4463
2114	24454	4451
2115	24463	4439
2116	24473	4427
2117	24487	4416
2118	24498	4404
2119	24510	4393
2120	24520	4381
2121	24530	4369
2122	24539	4357
2123	24549	4345
2124	24559	4334
2125	24569	4322
2126	24579	4310
2127	24589	4298
2128	24602	4287
2129	24612	4275
2130	24622	4263
2131	24632	4251
2132	24642	4239
2133	24652	4228
2134	24662	4216
2135	24672	4204
2136	24684	4193
2137	24695	4181
2138	24706	4169
2139	24716	4157
2140	24727	4146
2141	24737	4134
2142	24747	4122
2143	24757	4110
2144	24769	4099
2145	24779	4087
2146	24790	4075
2147	24800	4064
2148	24810	4052
2149	24821	4040
2150	24832	4029
2151	24843	4017
2152	24854	4005
2153	24864	3994
2154	24874	3982
2155	24886	3970
2156	24895	3958
2157	24906	3947
2158	24915	3935
2159	24926	3923
2160	24936	3911
2161	24949	3900
2162	24959	3888
2163	24970	3877
2164	24981	3865
2165	24991	3853
2166	25003	3842
2167	25013	3830
2168	25023	3818
2169	25033	3807
2170	25044	3795
2171	25054	3783
2172	25065	3771
2173	25077	3760
2174	25088	3748
2175	25098	3737
2176	25110	3725
2177	25120	3713
2178	25130	3702
2179	25140	3690
2180	25150	3678
2181	25160	3666
2182	25170	3655
2183	25181	3643
2184	25191	3631
2185	25203	3620
2186	25228	3610
2187	25243	3599
2188	25258	3588
2189	25271	3577
2190	25284	3565
2191	25301	3555
2192	25318	3544
2193	25329	3532
2194	25345	3521
2195	25357	3510
2196	25367	3498
2197	25380	3487
2198	25391	3475
2199	25403	3464
2200	25414	3452
2201	25426	3441
2202	25438	3429
2203	25449	3417
2204	25461	3406
2205	25472	3394
2206	25483	3383
2207	25494	3371
2208	25505	3359
2209	25516	3348
2210	25528	3336
2211	25537	3324
2212	25547	3313
2213	25557	3301
2214	25567	3289
2215	25578	3278
2216	25587	3266
2217	25598	3254
2218	25609	3242
2219	25619	3231
2220	25628	3219
2221	25638	3207
2222	25648	3195
2223	25658	3184
2224	25669	3172
2225	25679	3160
2226	25690	3149
2227	25700	3137
2228	25710	3125
2229	25721	3114
2230	25731	3102
2231	25741	3090
2232	25752	3079
2233	25764	3067
2234	25776	3056
2235	25786	3044
2236	25797	3032
2237	25809	3021
2238	25819	3009
2239	25830	2998
2240	25840	2986
2241	25851	2974
2242	25862	2963
2243	25872	2951
2244	25883	2939
2245	25897	2928
2246	25908	2917
2247	25920	2905
2248	25930	2894
2249	25940	2882
2250	25951	2870
2251	25961	2858
2252	25971	2847
2253	25981	2835
2254	25992	2824
2255	26002	2812
2256	26013	2800
2257	26022	2788
2258	26034	2777
2259	26043	2765
2260	26054	2754
2261	26066	2742
2262	26078	2731
2263	26088	2719
2264	26098	2707
2265	26110	2696
2266	26121	2684
2267	26133	2673
2268	26144	2661
2269	26153	2649
2270	26164	2638
2271	26174	2626
2272	26185	2615
2273	26195	2603
2274	26205	2591
2275	26215	2580
2276	26226	2568
2277	26236	2556
2278	26246	2545
2279	26257	2533
2280	26266	2521
2281	26276	2510
2282	26287	2498
2283	26298	2487
2284	26308	2475
2285	26318	2463
2286	26328	2452
2287	26338	2440
2288	26348	2428
2289	26359	2417
2290	26368	2405
2291	26378	2393
2292	26388	2382
2293	26400	2370
2294	26410	2359
2295	26421	2347
2296	26432	2336
2297	26443	2324
2298	26453	2312
2299	26463	2301
2300	26473	2289
2301	26484	2277
2302	26493	2266
2303	26503	2254
2304	26513	2242
2305	26523	2231
2306	26534	2219
2307	26544	2208
2308	26554	2196
2309	26565	2185
2310	26575	2173
2311	26585	2161
2312	26595	2150
2313	26606	2138
2314	26615	2126
2315	26626	2115
2316	26637	2103
2317	26647	2092
2318	26657	2080
2319	26668	2069
2320	26678	2057
2321	26688	2045
2322	26699	2034
2323	26709	2022
2324	26720	2011
2325	26730	1999
2326	26740	1988
2327	26750	1976
2328	26761	1964
2329	26770	1953
2330	26781	1941
2331	26793	1930
2332	26805	1918
2333	26815	1907
2334	26826	1895
2335	26836	1884
2336	26846	1872
2337	26857	1860
2338	26868	1849
2339	26878	1837
2340	26890	1826
2341	26900	1814
2342	26911	1803
2343	26923	1791
2344	26933	1780
2345	26943	1768
2346	26954	1757
2347	26964	1745
2348	26974	1734
2349	26985	1722
2350	26996	1710
2351	27006	1699
2352	27017	1687
2353	27032	1676
2354	27044	1665
2355	27057	1653
2356	27068	1642
2357	27080	1630
2358	27091	1619
2359	27103	1607
2360	27114	1596
2361	27124	1584
2362	27135	1573
2363	27147	1561
2364	27158	1550
2365	27168	1538
2366	27178	1527
2367	27188	1515
2368	27198	1504
2369	27209	1492
2370	27221	1481
2371	27231	1469
2372	27242	1457
2373	27252	1446
2374	27262	1434
2375	27274	1423
2376	27301	1412
2377	27316	1401
2378	27334	1390
2379	27347	1378
2380	27362	1367
2381	27380	1356
2382	27393	1344
2383	27407	1333
2384	27422	1322
2385	27433	1310
2386	27444	1299
2387	27454	1287
2388	27464	1276
2389	27474	1264
2390	27483	1252
2391	27494	1241
2392	27504	1229
2393	27514	1218
2394	27524	1206
2395	27533	1195
2396	27544	1183
2397	27555	1172
2398	27565	1160
2399	27574	1148
2400	27586	1137
2401	27596	1125
2402	27607	1114
2403	27618	1102
2404	27629	1091
2405	27639	1079
2406	27651	1068
2407	27661	1056
2408	27674	1045
2409	27684	1033
2410	27695	1022
2411	27706	1010
2412	27717	999
2413	27728	987
2414	27739	976
2415	27749	964
2416	27760	953
2417	27771	941
2418	27781	930
2419	27794	918
2420	27805	907
2421	27816	895
2422	27826	884
2423	27837	872
2424	27848	861
2425	27858	849
2426	27868	838
2427	27879	826
2428	27890	815
2429	27900	803
2430	27911	792
2431	27922	780
2432	27934	769
2433	27945	757
2434	27955	746
2435	27965	734
2436	27975	723
2437	27985	711
2438	27996	700
2439	28006	688
2440	28017	677
2441	28027	665
2442	28037	654
2443	28048	642
2444	28059	631
2445	28069	619
2446	28078	608
2447	28089	596
2448	28100	585
2449	28110	573
2450	28123	562
2451	28135	550
2452	28149	539
2453	28159	527
2454	28169	516
2455	28179	504
2456	28189	493
2457	28201	481
2458	28211	470
2459	28222	458
2460	28233	447
2461	28244	435
2462	28254	424
2463	28266	412
2464	28277	401
2465	28290	390
2466	28301	378
2467	28311	367
2468	28321	355
2469	28332	344
2470	28341	332
2471	28353	321
2472	28364	309
2473	28373	298
2474	28385	286
2475	28395	275
2476	28405	263
2477	28415	252
2478	28426	240
2479	28437	229
2480	28449	217
2481	28460	206
2482	28470	194
2483	28481	183
2484	28495	172
2485	28506	160
2486	28517	149
2487	28528	137
2488	28538	126
2489	28550	114
2490	28561	103
2491	28574	91
2492	28586	80
2493	28596	68
2494	28606	57
2495	28618	45
2496	28629	34
2497	28640	22
2498	28650	11
2499	28660	0
