iter	RMSE
328	0.3384304399
329	0.3383813503
330	0.3383186646
331	0.3382540709
332	0.3381948612
333	0.3381896274
334	0.338148098
335	0.3380846197
336	0.3380008737
337	0.3379531185
338	0.3379268878
339	0.3378551634
340	0.3378057394
341	0.3377441609
342	0.3377068118
343	0.3376745872
344	0.3376271405
345	0.3375949683
346	0.3375337946
347	0.3374691307
348	0.3374053081
349	0.3373598536
350	0.3373016663
351	0.3372366712
352	0.3371873076
353	0.3371523907
354	0.337113659
355	0.3370662689
356	0.3370345447
357	0.3369934263
358	0.3369651258
359	0.3369430387
360	0.3369289726
361	0.3368864972
362	0.3368373355
363	0.3368176725
364	0.3367712941
365	0.3367275548
366	0.3366998342
367	0.3366230085
368	0.3365730405
369	0.336509739
370	0.3364687735
371	0.3364574775
372	0.3363829905
373	0.3363349657
374	0.3362961292
375	0.3362483023
376	0.336201102
377	0.3361647474
378	0.3361019944
379	0.3360797751
380	0.3360130051
381	0.3359275785
382	0.3359085924
383	0.3358672956
384	0.3358331252
385	0.3357761784
386	0.3357290451
387	0.335670132
388	0.3356163973
389	0.3355773744
390	0.3355465546
391	0.3354948412
392	0.3354540829
393	0.3353872292
394	0.335350023
395	0.3353231969
396	0.3353078581
397	0.3352627707
398	0.3352312288
399	0.3351975619
400	0.3351639747
401	0.3351143425
402	0.3350792128
403	0.3350495589
404	0.3350153393
405	0.3349752454
406	0.3349612513
407	0.3349572174
408	0.3348856076
409	0.3348280905
410	0.3347837464
411	0.3347407502
412	0.3347217497
413	0.3346883912
414	0.3346742072
415	0.3346353715
416	0.3345778455
417	0.3345573359
418	0.3345247928
419	0.3344869715
420	0.3344620976
421	0.3344152006
422	0.3343826647
423	0.3343470222
424	0.3343208011
425	0.334287703
426	0.3342558375
427	0.3342349645
428	0.3342053405
429	0.3341732031
430	0.3341125223
431	0.3340810661
432	0.3340564827
433	0.3340391333
434	0.3339982617
435	0.3339870034
436	0.3339420921
437	0.3339060068
438	0.3338778766
439	0.3338670866
440	0.3338538202
441	0.3338201555
442	0.3337722614
443	0.3337416541
444	0.333720768
445	0.3336725777
446	0.3336379283
447	0.3336171713
448	0.3335680971
449	0.3335367573
450	0.3334971413
451	0.3334641394
452	0.3334612168
453	0.3334187514
454	0.3333400976
455	0.3333051167
456	0.3332697447
457	0.3332308923
458	0.3331966262
459	0.3331638537
460	0.3331403741
461	0.3330814166
462	0.333051947
463	0.3330222486
464	0.3329983488
465	0.3329673366
466	0.3329366345
467	0.33288859
468	0.3328684688
469	0.3328369503
470	0.3328097831
471	0.3327797885
472	0.3327689303
473	0.3327359538
474	0.3327097025
475	0.3326885162
476	0.3326423326
477	0.3325747216
478	0.3325487854
479	0.3325291329
480	0.3324463994
481	0.3324058498
482	0.3323778693
483	0.3323619532
484	0.3323159733
485	0.3322982504
486	0.3322600204
487	0.3322350363
488	0.3321816488
489	0.332134198
490	0.3321192333
491	0.3321179018
492	0.3320953487
493	0.3320800949
494	0.3320493472
495	0.3320399993
496	0.3320001378
497	0.3319683116
498	0.3319442753
499	0.3319121137
500	0.3318812794
501	0.3318539042
502	0.3318215983
503	0.3318018001
504	0.3317714808
505	0.331697936
506	0.3316591562
507	0.3316396961
508	0.3316120062
509	0.3315698917
510	0.3315569861
511	0.3315139089
512	0.331497094
513	0.3314799836
514	0.3314408515
515	0.3314292157
516	0.3314007644
517	0.3313712549
518	0.3313093111
519	0.331290808
520	0.331257913
521	0.3312372918
522	0.3312145103
523	0.3311793175
524	0.3311323003
525	0.3311004203
526	0.3310706294
527	0.331035917
528	0.3309927005
529	0.3309811196
530	0.3309365935
531	0.3309046318
532	0.3308627935
533	0.3308500113
534	0.3308174602
535	0.3307911655
536	0.330767385
537	0.3307245331
538	0.3306883512
539	0.330656778
540	0.3306259466
541	0.3306251914
542	0.3305961996
543	0.3305587135
544	0.3305186971
545	0.3304894962
546	0.3304685188
547	0.3304393113
548	0.3303898256
549	0.3303768786
550	0.3303293924
551	0.3303092414
552	0.3302901815
553	0.3302763234
554	0.3302726144
555	0.3302317542
556	0.3302181987
557	0.3301852627
558	0.3301634898
559	0.3301402414
560	0.3301150636
561	0.3300919791
562	0.3300533745
563	0.3300160839
564	0.3299926204
565	0.3299764981
566	0.3299487469
567	0.3299282105
568	0.3298987436
569	0.3298745341
570	0.3298636757
571	0.3298405841
572	0.3298120872
573	0.3297937042
574	0.3297506634
575	0.3297035913
576	0.3296743012
577	0.3296429976
578	0.3296022927
579	0.3295686496
580	0.3295383541
581	0.3295079595
582	0.3294867076
583	0.3294702786
584	0.329428831
585	0.329397188
586	0.3293706115
587	0.3293498434
588	0.3293115816
589	0.3292758006
590	0.3292632132
591	0.3292420662
592	0.3292182926
593	0.3291678838
594	0.3291675467
595	0.3291432247
596	0.3291127825
597	0.3290909016
598	0.3290624029
599	0.3290163287
600	0.3289983929
601	0.328971469
602	0.3289464392
603	0.3288989095
604	0.3288945489
605	0.3288565426
606	0.328834207
607	0.3288044191
608	0.328782361
609	0.3287577362
610	0.328735334
611	0.3287033208
612	0.3286836398
613	0.3286665737
614	0.3286328452
615	0.3286079938
616	0.3285908195
617	0.3285690104
618	0.3285498945
619	0.3285219922
620	0.3284763391
621	0.3284528061
622	0.3284221691
623	0.328398841
624	0.328376888
625	0.3283469368
626	0.3283349657
627	0.3282965314
628	0.3282492736
629	0.3282204496
630	0.3281949944
631	0.3281671697
632	0.3281579027
633	0.3281499919
634	0.3281495572
635	0.3281492277
636	0.3281252417
637	0.3281166685
638	0.3280905082
639	0.3280672088
640	0.3280509893
641	0.3280208385
642	0.3279991425
643	0.327979865
644	0.327951898
645	0.3279247401
646	0.3279120938
647	0.3278906448
648	0.3278417314
649	0.327805353
650	0.3277833048
651	0.3277499838
652	0.3277281852
653	0.3277184537
654	0.3276953926
655	0.3276845424
656	0.3276681771
657	0.3276514351
658	0.3276357182
659	0.3276193358
660	0.3276021648
661	0.3275745179
662	0.3275393532
663	0.3275015823
664	0.3274838101
665	0.3274591964
666	0.3274293093
667	0.3274009569
668	0.3273996209
669	0.3273716694
670	0.3273559509
671	0.3273182162
672	0.327304135
673	0.3272871186
674	0.3272738531
675	0.3272672036
676	0.3272345648
677	0.3272168923
678	0.3271952271
679	0.3271803368
680	0.3271372429
681	0.327113164
682	0.3270817665
683	0.3270750352
684	0.3270179013
685	0.3269921058
686	0.3269679662
687	0.3269215253
688	0.3268868045
689	0.3268729109
690	0.3268532592
691	0.3268214972
692	0.3268149829
693	0.3267782409
694	0.3267574409
695	0.326729336
696	0.326718174
697	0.3266880948
698	0.3266552759
699	0.3266330984
700	0.3266224658
701	0.3266152093
702	0.3265986097
703	0.3265745657
704	0.3265595778
705	0.3265462783
706	0.3265303436
707	0.3265117723
708	0.3264847966
709	0.3264399099
710	0.3264123978
711	0.3263917973
712	0.3263585568
713	0.3263457744
714	0.3263137389
715	0.3262939875
716	0.326243912
717	0.3262187357
718	0.3261875328
719	0.3261560081
720	0.326128961
721	0.326116239
722	0.3261048993
723	0.3260441274
724	0.3260177998
725	0.3260087731
726	0.3259829485
727	0.3259526246
728	0.3259252844
729	0.3259024196
730	0.3258764216
731	0.32585375
732	0.3258356377
733	0.3258228493
734	0.3257840476
735	0.3257716177
736	0.3257471572
737	0.3257193117
738	0.3257113047
739	0.3256820101
740	0.3256626288
741	0.3256557037
742	0.3256378851
743	0.3256027465
744	0.3255857739
745	0.3255698873
746	0.3255361063
747	0.3255177748
748	0.325497609
749	0.3254810247
750	0.3254514233
751	0.3254395646
752	0.325439107
753	0.3254184933
754	0.3254029615
755	0.3253658731
756	0.3253495082
757	0.3253366645
758	0.3253074835
759	0.3252632611
760	0.3252273934
761	0.3252148645
762	0.3252087818
763	0.3251772674
764	0.325162921
765	0.3251576153
766	0.3251439451
767	0.325116001
768	0.3251054483
769	0.325087765
770	0.3250815727
771	0.3250557525
772	0.3250512955
773	0.3250352421
774	0.3250184486
775	0.324982776
776	0.3249779931
777	0.3249701864
778	0.3249699896
779	0.3249575092
780	0.3249535251
781	0.3249425095
782	0.3249218474
783	0.3248882553
784	0.3248570621
785	0.3248426048
786	0.3248363578
787	0.3248230574
788	0.3247982896
789	0.3247857264
790	0.3247518073
791	0.3247309069
792	0.3247184085
793	0.3247007219
794	0.3246907531
795	0.3246753355
796	0.3246503154
797	0.3246401377
798	0.3246113733
799	0.3245837012
800	0.324538612
801	0.3245233645
802	0.3245093954
803	0.3245001887
804	0.3244733051
805	0.324466999
806	0.3244459122
807	0.3244037268
808	0.3243934458
809	0.3243699961
810	0.3243557151
811	0.3243287592
812	0.3243199245
813	0.3242874532
814	0.324249824
815	0.324236897
816	0.3242289078
817	0.3241976157
818	0.3241596561
819	0.3241594622
820	0.3241442352
821	0.3241346567
822	0.3241149422
823	0.3240960631
824	0.3240805608
825	0.3240617493
826	0.324028096
827	0.3239957558
828	0.3239694091
829	0.3239441032
830	0.3239085872
831	0.3238881655
832	0.3238737797
833	0.3238361764
834	0.3238230404
835	0.323794349
836	0.3237599178
837	0.3237405708
838	0.3237180815
839	0.3237141048
840	0.3236948023
841	0.3236733941
842	0.3236467814
843	0.3236379694
844	0.3236116039
845	0.3236042859
846	0.3235932607
847	0.3235650197
848	0.3235373519
849	0.3235137193
850	0.3235023875
851	0.3234749576
852	0.3234365219
853	0.3234244864
854	0.323418414
855	0.3234010481
856	0.3233737173
857	0.3233444935
858	0.3233175295
859	0.3233122882
860	0.3232824089
861	0.3232710614
862	0.3232608672
863	0.3232384572
864	0.3232229297
865	0.3232143774
866	0.3231935767
867	0.3231779202
868	0.3231608337
869	0.3231413796
870	0.3231272016
871	0.3231112742
872	0.3230926647
873	0.3230702074
874	0.3230451708
875	0.3230274534
876	0.3230066827
877	0.3229814146
878	0.3229517854
879	0.3229413566
880	0.3229126811
881	0.3228978957
882	0.3228818834
883	0.3228565649
884	0.3228495674
885	0.3228364461
886	0.3228260359
887	0.322815454
888	0.3228079256
889	0.3227827433
890	0.322749963
891	0.3227328686
892	0.3227253595
893	0.3227021516
894	0.3226712466
895	0.3226628739
896	0.3226476096
897	0.3226371908
898	0.3226116581
899	0.3225985897
900	0.3225810586
901	0.3225596596
902	0.3225240593
903	0.3225112463
904	0.3225028604
905	0.3224793902
906	0.322466349
907	0.3224448499
908	0.3224420087
909	0.3224042749
910	0.3223892886
911	0.3223657493
912	0.3223511497
913	0.3223273652
914	0.3222915489
915	0.3222728119
916	0.3222508347
917	0.3222263102
918	0.3222150686
919	0.3222077767
920	0.3221980354
921	0.3221714192
922	0.3221662062
923	0.3221599957
924	0.322147966
925	0.3221269766
926	0.322111929
927	0.3221074165
928	0.3220886935
929	0.3220695619
930	0.3220589076
931	0.3220431683
932	0.3220258718
933	0.3220128554
934	0.3220034363
935	0.3219870158
936	0.3219857412
937	0.3219743619
938	0.3219742146
939	0.3219236761
940	0.3219099006
941	0.321889675
942	0.3218577446
943	0.3218402678
944	0.321828864
945	0.3218170968
946	0.3218074972
947	0.321798334
948	0.3217712208
949	0.3217590945
950	0.3217427658
951	0.3217198345
952	0.3217018864
953	0.3216896362
954	0.321662839
955	0.3216249649
956	0.3215977581
957	0.321573302
958	0.3215635612
959	0.3215358725
960	0.3215096914
961	0.321466546
962	0.3214577891
963	0.3214436676
964	0.3214408958
965	0.3214257293
966	0.3214183811
967	0.3214019055
968	0.3213857126
969	0.3213751178
970	0.3213632271
971	0.3213509803
972	0.3213405947
973	0.3213268058
974	0.3213128385
975	0.3213105787
976	0.3213104112
977	0.3213071839
978	0.3212813854
979	0.321266113
980	0.321257251
981	0.32122982
982	0.3212228693
983	0.3212029652
984	0.3211830709
985	0.3211717833
986	0.3211501918
987	0.3211356554
988	0.3211199716
989	0.3211114664
990	0.3210988656
991	0.3210848549
992	0.3210645508
993	0.3210543984
994	0.3210293045
995	0.3210204275
996	0.3210183138
997	0.3209983166
998	0.3209888279
999	0.3209678862
1000	0.3209615141
1001	0.3209414964
1002	0.320928298
1003	0.3209166844
1004	0.320905787
1005	0.3208819111
1006	0.320862545
1007	0.3208367553
1008	0.320820578
1009	0.3207930482
1010	0.3207763266
1011	0.3207548681
1012	0.3207396091
1013	0.3207200581
1014	0.3206749937
1015	0.3206346481
1016	0.3206176035
1017	0.32060724
1018	0.320585327
1019	0.3205710757
1020	0.3205530521
1021	0.3205413843
1022	0.3205197189
1023	0.3204953324
1024	0.3204817747
1025	0.3204694034
1026	0.3204555674
1027	0.3204429042
1028	0.3204328911
1029	0.3204140819
1030	0.3203942493
1031	0.3203749925
1032	0.3203462509
1033	0.3203311743
1034	0.3203133813
1035	0.3203078685
1036	0.3202933678
1037	0.3202736742
1038	0.3202254776
1039	0.3202134766
1040	0.3201920746
1041	0.3201687192
1042	0.3201242439
1043	0.3200944383
1044	0.3200767576
1045	0.3200682027
1046	0.3200545788
1047	0.3200296773
1048	0.3200178846
1049	0.3200092942
1050	0.3199897296
1051	0.3199662529
1052	0.319940234
1053	0.3199145015
1054	0.319909975
1055	0.3198897783
1056	0.319887972
1057	0.3198739176
1058	0.319871315
1059	0.3198611002
1060	0.319850065
1061	0.3198427888
1062	0.3198377389
1063	0.3198187058
1064	0.3197933358
1065	0.3197827322
1066	0.3197727087
1067	0.3197667828
1068	0.3197290314
1069	0.3197165432
1070	0.3196988146
1071	0.3196803405
1072	0.3196762886
1073	0.3196571361
1074	0.3196413764
1075	0.3196240696
1076	0.3196087025
1077	0.3195648191
1078	0.3195315705
1079	0.3195284577
1080	0.3195138245
1081	0.3194899679
1082	0.3194666081
1083	0.3194552139
1084	0.3194468957
1085	0.3194317982
1086	0.3194209142
1087	0.3194009937
1088	0.3193880095
1089	0.3193788322
1090	0.31936336
1091	0.3193493294
1092	0.3193394196
1093	0.3193193275
1094	0.3193034662
1095	0.319295778
1096	0.3192919895
1097	0.3192851683
1098	0.3192668828
1099	0.3192502354
1100	0.3192420617
1101	0.3192088126
1102	0.3191929322
1103	0.3191776428
1104	0.3191682159
1105	0.3191503467
1106	0.3191399482
1107	0.3191246921
1108	0.3191128217
1109	0.3190886531
1110	0.3190590496
1111	0.319046162
1112	0.3190376375
1113	0.3190173203
1114	0.3189782702
1115	0.3189478966
1116	0.318929762
1117	0.3189138264
1118	0.318896345
1119	0.3188794503
1120	0.3188666422
1121	0.3188605523
1122	0.3188426572
1123	0.3188300774
1124	0.3188194647
1125	0.3187983383
1126	0.3187567599
1127	0.3187525042
1128	0.3187425041
1129	0.3187389242
1130	0.318711784
1131	0.3186940273
1132	0.3186718346
1133	0.3186581963
1134	0.318638834
1135	0.31862903
1136	0.3186228988
1137	0.3186024072
1138	0.3185730302
1139	0.3185339469
1140	0.3185259458
1141	0.3185108412
1142	0.3185086659
1143	0.3184936128
1144	0.3184832603
1145	0.3184734224
1146	0.3184529107
1147	0.318431265
1148	0.3184190393
1149	0.3184169491
1150	0.3184168332
1151	0.3183921839
1152	0.3183824684
1153	0.3183773454
1154	0.318365287
1155	0.3183492466
1156	0.3183325254
1157	0.3183149745
1158	0.3182970831
1159	0.3182824618
1160	0.3182730891
1161	0.3182698219
1162	0.3182636973
1163	0.3182555636
1164	0.3182493216
1165	0.3182236793
1166	0.3182075313
1167	0.3181964947
1168	0.3181866706
1169	0.3181568468
1170	0.3181428391
1171	0.3181241626
1172	0.3181029932
1173	0.3180673707
1174	0.3180603324
1175	0.3180476203
1176	0.3180437081
1177	0.3180346384
1178	0.3180206518
1179	0.3180038072
1180	0.3179744707
1181	0.3179667529
1182	0.3179405054
1183	0.3179258473
1184	0.3179183871
1185	0.3179149223
1186	0.3178859948
1187	0.3178744253
1188	0.3178629459
1189	0.3178431327
1190	0.3178337252
1191	0.3178242654
1192	0.3178128086
1193	0.3177892209
1194	0.3177789843
1195	0.3177750878
1196	0.3177487223
1197	0.3177390585
1198	0.3177347953
1199	0.3177241871
1200	0.3177240816
1201	0.3177234532
1202	0.3177171704
1203	0.3177019842
1204	0.3176884914
1205	0.3176851152
1206	0.3176783853
1207	0.3176487442
1208	0.3176268808
1209	0.3176130414
1210	0.3175911754
1211	0.3175790268
1212	0.3175673772
1213	0.3175472222
1214	0.317539486
1215	0.3175276851
1216	0.3175127744
1217	0.317498926
1218	0.317485483
1219	0.317468501
1220	0.3174545328
1221	0.3174462278
1222	0.3174354898
1223	0.3174245376
1224	0.3174191482
1225	0.3173981041
1226	0.3173829977
1227	0.3173744351
1228	0.3173691386
1229	0.3173660097
1230	0.3173571356
1231	0.3173400131
1232	0.3173327994
1233	0.317319671
1234	0.3173105643
1235	0.3172994937
1236	0.3172888183
1237	0.3172718459
1238	0.3172509137
1239	0.3172400842
1240	0.3172272615
1241	0.3172092912
1242	0.3171986156
1243	0.3171833416
1244	0.3171792901
1245	0.3171679046
1246	0.3171550014
1247	0.3171422576
1248	0.3171421179
1249	0.3171276634
1250	0.3171149133
1251	0.3170942775
1252	0.3170724729
1253	0.3170644494
1254	0.3170509797
1255	0.3170367782
1256	0.3170110502
1257	0.3169857419
1258	0.3169696012
1259	0.3169415044
1260	0.3169208577
1261	0.316903621
1262	0.3168825651
1263	0.3168653082
1264	0.3168480299
1265	0.3168433471
1266	0.3168354769
1267	0.3168328085
1268	0.3168258482
1269	0.3168143891
1270	0.3168035607
1271	0.3167877774
1272	0.3167711827
1273	0.3167595443
1274	0.3167482369
1275	0.3167403599
1276	0.31672491
1277	0.3167140429
1278	0.3167041175
1279	0.3166826821
1280	0.31667251
1281	0.31663841
1282	0.3166210033
1283	0.3166096462
1284	0.3165986583
1285	0.3165868128
1286	0.3165773569
1287	0.3165666943
1288	0.3165635658
1289	0.3165479129
1290	0.3165391828
1291	0.3165243082
1292	0.316504194
1293	0.3165036491
1294	0.3164910716
1295	0.3164820405
1296	0.3164727723
1297	0.3164620549
1298	0.3164619923
1299	0.3164511038
1300	0.3164399901
1301	0.3164285078
1302	0.3164171129
1303	0.3163997576
1304	0.316388755
1305	0.3163659399
1306	0.3163598404
1307	0.3163456331
1308	0.3163345442
1309	0.3163274093
1310	0.3163225688
1311	0.3163063483
1312	0.3162916102
1313	0.3162840055
1314	0.3162675168
1315	0.3162466587
1316	0.3162269134
1317	0.3162067688
1318	0.3161916356
1319	0.3161617932
1320	0.316145532
1321	0.316139497
1322	0.3161266174
1323	0.3161027286
1324	0.3160867809
1325	0.3160704545
1326	0.3160574608
1327	0.3160428289
1328	0.3160311622
1329	0.3160221033
1330	0.3160086697
1331	0.3159895827
1332	0.3159638818
1333	0.3159531188
1334	0.315938021
1335	0.3159280521
1336	0.315915168
1337	0.3158892713
1338	0.3158783613
1339	0.31587656
1340	0.3158642523
1341	0.3158487728
1342	0.3158324356
1343	0.31581966
1344	0.3158139741
1345	0.3158087936
1346	0.3158041286
1347	0.3157919304
1348	0.3157727883
1349	0.3157467502
1350	0.3157271624
1351	0.3157105985
1352	0.3156941861
1353	0.3156849661
1354	0.3156848924
1355	0.3156734974
1356	0.3156671847
1357	0.315654413
1358	0.3156418056
1359	0.3156274359
1360	0.3156144436
1361	0.3155975185
1362	0.3155868253
1363	0.3155741642
1364	0.3155662941
1365	0.3155446118
1366	0.3155418726
1367	0.3155302004
1368	0.3155172079
1369	0.315507114
1370	0.3154873662
1371	0.3154818609
1372	0.3154671677
1373	0.3154560789
1374	0.3154420089
1375	0.3154419671
1376	0.3154201278
1377	0.3154103849
1378	0.3154011741
1379	0.3153998713
1380	0.3153849105
1381	0.3153834552
1382	0.3153792428
1383	0.3153651564
1384	0.3153523437
1385	0.315336573
1386	0.315324921
1387	0.3153205317
1388	0.3153033067
1389	0.3152910607
1390	0.315274683
1391	0.3152714035
1392	0.3152490349
1393	0.3152406804
1394	0.315225106
1395	0.3152152508
1396	0.3151831562
1397	0.3151831159
1398	0.3151751898
1399	0.315160593
1400	0.3151516418
1401	0.3151345156
1402	0.315131869
1403	0.3151171498
1404	0.3151032428
1405	0.3150989596
1406	0.3150934055
1407	0.3150801258
1408	0.3150723243
1409	0.3150550248
1410	0.3150449633
1411	0.3150343121
1412	0.3150237397
1413	0.3150101604
1414	0.3150022151
1415	0.3149967172
1416	0.3149750578
1417	0.3149579538
1418	0.3149498639
1419	0.3149458458
1420	0.3149227297
1421	0.3149147538
1422	0.3149025565
1423	0.3148891272
1424	0.3148727871
1425	0.3148672654
1426	0.3148622756
1427	0.3148439713
1428	0.3148321681
1429	0.3148282288
1430	0.314807325
1431	0.3147923318
1432	0.3147670487
1433	0.3147626506
1434	0.3147416299
1435	0.3147226695
1436	0.3147102592
1437	0.314700207
1438	0.3146872992
1439	0.3146691329
1440	0.3146612217
1441	0.3146527395
1442	0.3146368063
1443	0.3146198272
1444	0.3146135552
1445	0.3146052286
1446	0.314602897
1447	0.314591064
1448	0.3145711426
1449	0.3145644236
1450	0.3145575178
1451	0.3145477047
1452	0.3145316404
1453	0.3145185205
1454	0.3144975794
1455	0.3144827065
1456	0.314473627
1457	0.3144731322
1458	0.3144731048
1459	0.3144622403
1460	0.3144444667
1461	0.3144280953
1462	0.3144165782
1463	0.3143949312
1464	0.3143797621
1465	0.3143778373
1466	0.3143739523
1467	0.3143623784
1468	0.31435082
1469	0.31432235
1470	0.3143186926
1471	0.3143118722
1472	0.3143088132
1473	0.3142846604
1474	0.3142783344
1475	0.3142659824
1476	0.3142621846
1477	0.3142556677
1478	0.3142433937
1479	0.3142352685
1480	0.314222596
1481	0.3142102866
1482	0.3142002198
1483	0.314173083
1484	0.3141721567
1485	0.3141641642
1486	0.3141501105
1487	0.3141488927
1488	0.3141423132
1489	0.3141305233
1490	0.3141163301
1491	0.3141153259
1492	0.314101393
1493	0.3140904847
1494	0.31407826
1495	0.3140640802
1496	0.3140470743
1497	0.3140212759
1498	0.3140099722
1499	0.3140029309
1500	0.3139985422
1501	0.3139822668
1502	0.3139694913
1503	0.3139594619
1504	0.3139517781
1505	0.3139416161
1506	0.313932106
1507	0.3139103884
1508	0.3139014476
1509	0.313892616
1510	0.3138764973
1511	0.3138672881
1512	0.3138449809
