iter	RMSE
1513	0.313810196
1514	0.3138045536
1515	0.3137827364
1516	0.313772842
1517	0.3137663207
1518	0.3137567143
1519	0.3137482883
1520	0.3137358062
1521	0.3137271317
1522	0.313717929
1523	0.3137035718
1524	0.3136905157
1525	0.3136755338
1526	0.3136695293
1527	0.3136567308
1528	0.3136426551
1529	0.3136303878
1530	0.3136251581
1531	0.3136183983
1532	0.3136080587
1533	0.3136033414
1534	0.3135920649
1535	0.3135806401
1536	0.313574471
1537	0.3135657657
1538	0.313552754
1539	0.3135465862
1540	0.3135269987
1541	0.31351966
1542	0.3134948961
1543	0.3134800779
1544	0.3134713646
1545	0.313457846
1546	0.3134480005
1547	0.3134442418
1548	0.3134288498
1549	0.313417693
1550	0.3134066395
1551	0.3133927736
1552	0.3133787085
1553	0.3133655677
1554	0.3133587582
1555	0.3133395843
1556	0.3133294627
1557	0.3133256323
1558	0.3133149704
1559	0.3133020116
1560	0.3132989598
1561	0.313280325
1562	0.313275099
1563	0.3132691369
1564	0.3132585079
1565	0.3132486795
1566	0.3132372918
1567	0.313228722
1568	0.3132206536
1569	0.3132057218
1570	0.3131896438
1571	0.3131787527
1572	0.3131729596
1573	0.3131616454
1574	0.313148469
1575	0.3131415431
1576	0.3131391216
1577	0.3131281227
1578	0.31311766
1579	0.3131042512
1580	0.3130950395
1581	0.3130885623
1582	0.313083558
1583	0.3130765851
1584	0.3130585742
1585	0.3130437319
1586	0.3130342235
1587	0.3130305891
1588	0.3130009297
1589	0.3129903462
1590	0.3129819337
1591	0.3129709248
1592	0.3129625532
1593	0.3129609696
1594	0.3129407019
1595	0.3129317362
1596	0.3129233608
1597	0.3129151442
1598	0.312908838
1599	0.312899391
1600	0.3128973378
1601	0.3128923555
1602	0.3128716331
1603	0.3128642348
1604	0.3128537157
1605	0.3128473745
1606	0.3128321351
1607	0.312815358
1608	0.3127892939
1609	0.3127744202
1610	0.312761442
1611	0.3127581919
1612	0.3127484366
1613	0.3127338088
1614	0.3127199325
1615	0.312716478
1616	0.3127054544
1617	0.3126964062
1618	0.3126840943
1619	0.3126675692
1620	0.3126534092
1621	0.3126487626
1622	0.312640636
1623	0.3126171622
1624	0.3126049753
1625	0.3125952365
1626	0.3125878035
1627	0.3125681597
1628	0.3125655721
1629	0.3125599742
1630	0.3125507154
1631	0.312527519
1632	0.3125237566
1633	0.3125160317
1634	0.3125073643
1635	0.3124903417
1636	0.3124752232
1637	0.3124677982
1638	0.3124609265
1639	0.312443229
1640	0.3124340002
1641	0.3124287982
1642	0.3124243962
1643	0.3124086269
1644	0.3123978762
1645	0.312395662
1646	0.3123767406
1647	0.3123614451
1648	0.3123555493
1649	0.3123465529
1650	0.3123361462
1651	0.3123013984
1652	0.3122995657
1653	0.3122887414
1654	0.3122784394
1655	0.3122699058
1656	0.3122567144
1657	0.3122403824
1658	0.3122320823
1659	0.3122260782
1660	0.312208785
1661	0.3121942439
1662	0.3121876273
1663	0.3121834385
1664	0.3121782807
1665	0.3121757385
1666	0.3121711013
1667	0.3121551931
1668	0.312137928
1669	0.3121203048
1670	0.3121038815
1671	0.3120995383
1672	0.3120872671
1673	0.3120837042
1674	0.3120730945
1675	0.3120664342
1676	0.3120629739
1677	0.3120599454
1678	0.3120478987
1679	0.3120295717
1680	0.3120255874
1681	0.3120137306
1682	0.3120038303
1683	0.3119946308
1684	0.3119941462
1685	0.3119813847
1686	0.311963416
1687	0.3119548679
1688	0.3119477137
1689	0.3119405752
1690	0.3119358382
1691	0.3119284057
1692	0.3119240584
1693	0.3119150685
1694	0.3119084299
1695	0.3119010493
1696	0.3118879631
1697	0.3118757998
1698	0.3118685963
1699	0.3118583492
1700	0.3118507158
1701	0.3118362793
1702	0.3118277545
1703	0.3118171926
1704	0.3118054043
1705	0.3117972196
1706	0.3117789056
1707	0.3117577616
1708	0.3117521813
1709	0.3117339255
1710	0.3117276392
1711	0.3117152048
1712	0.3117048022
1713	0.311687626
1714	0.3116683106
1715	0.3116600805
1716	0.3116489388
1717	0.3116458269
1718	0.3116390077
1719	0.3116367282
1720	0.3116262332
1721	0.3116255233
1722	0.3116219964
1723	0.3116086094
1724	0.3116037583
1725	0.3116037286
1726	0.3115904307
1727	0.3115814588
1728	0.3115733109
1729	0.3115638633
1730	0.3115534288
1731	0.3115451697
1732	0.3115323119
1733	0.3115295415
1734	0.311529189
1735	0.3115155681
1736	0.3115080088
1737	0.3114956598
1738	0.3114901709
1739	0.3114778915
1740	0.3114635898
1741	0.3114487545
1742	0.3114474159
1743	0.311435169
1744	0.311416036
1745	0.3114097518
1746	0.311392034
1747	0.3113775258
1748	0.3113521683
1749	0.3113420817
1750	0.3113355855
1751	0.311331521
1752	0.3113218336
1753	0.3113198323
1754	0.3113124673
1755	0.3113057701
1756	0.3112952313
1757	0.3112941089
1758	0.3112842219
1759	0.3112657873
1760	0.3112515798
1761	0.3112378593
1762	0.3112314653
1763	0.3112208591
1764	0.3112158983
1765	0.311215366
1766	0.3112006769
1767	0.3112001239
1768	0.3111796181
1769	0.3111607827
1770	0.3111579757
1771	0.3111488617
1772	0.3111442146
1773	0.3111288471
1774	0.3111155596
1775	0.3111114878
1776	0.311102719
1777	0.3110941563
1778	0.3110745019
1779	0.3110706387
1780	0.3110588476
1781	0.311049431
1782	0.3110429087
1783	0.3110377207
1784	0.3110275585
1785	0.311022449
1786	0.3110082757
1787	0.3109855214
1788	0.310975331
1789	0.3109654202
1790	0.3109435993
1791	0.3109305253
1792	0.3109245682
1793	0.3109191606
1794	0.3109009975
1795	0.3108916969
1796	0.310885749
1797	0.3108666385
1798	0.3108627246
1799	0.3108505043
1800	0.3108345244
1801	0.3108316432
1802	0.3108212317
1803	0.3108116204
1804	0.3108020824
1805	0.3107888977
1806	0.3107855434
1807	0.3107727941
1808	0.3107714991
1809	0.3107608279
1810	0.3107539308
1811	0.3107359932
1812	0.3107240938
1813	0.3107146031
1814	0.3107145681
1815	0.3107085025
1816	0.3107030147
1817	0.3106960035
1818	0.3106813653
1819	0.310669093
1820	0.3106589385
1821	0.3106524387
1822	0.3106428052
1823	0.3106296401
1824	0.3106163823
1825	0.3106078357
1826	0.3106064624
1827	0.3105971212
1828	0.3105948486
1829	0.3105891536
1830	0.3105791992
1831	0.3105567459
1832	0.3105497397
1833	0.3105439087
1834	0.3105363766
1835	0.3105283143
1836	0.3105228456
1837	0.3105109229
1838	0.3104842038
1839	0.3104778556
1840	0.3104729653
1841	0.3104634444
1842	0.3104422441
1843	0.3104364062
1844	0.3104301076
1845	0.310412951
1846	0.3104084988
1847	0.3103941438
1848	0.3103890284
1849	0.3103865897
1850	0.310366854
1851	0.3103520479
1852	0.3103404469
1853	0.3103350825
1854	0.3103263839
1855	0.3103135816
1856	0.3103081674
1857	0.3103075793
1858	0.3102981304
1859	0.3102833554
1860	0.3102749182
1861	0.3102721326
1862	0.3102620889
1863	0.3102521818
1864	0.3102462044
1865	0.3102359874
1866	0.3102281664
1867	0.3102149585
1868	0.3102024424
1869	0.3101978964
1870	0.3101885548
1871	0.3101734511
1872	0.3101623203
1873	0.310145599
1874	0.3101401638
1875	0.3101313687
1876	0.3101073215
1877	0.3100985957
1878	0.3100917846
1879	0.3100743533
1880	0.3100669658
1881	0.3100593045
1882	0.3100486611
1883	0.3100434061
1884	0.3100358967
1885	0.3100264028
1886	0.3100240057
1887	0.3100140626
1888	0.3100009611
1889	0.3099963311
1890	0.3099756916
1891	0.3099683677
1892	0.3099574106
1893	0.3099553134
1894	0.3099459541
1895	0.3099341864
1896	0.309917499
1897	0.3099105656
1898	0.3099020797
1899	0.3098838273
1900	0.3098767827
1901	0.3098613239
1902	0.3098408169
1903	0.3098255051
1904	0.3098171021
1905	0.3098073423
1906	0.3097992835
1907	0.3097992401
1908	0.3097879679
1909	0.3097861008
1910	0.3097677964
1911	0.3097577061
1912	0.3097540671
1913	0.3097386896
1914	0.3097242916
1915	0.309724243
1916	0.3097162802
1917	0.3097097844
1918	0.3097060947
1919	0.3096873284
1920	0.3096872426
1921	0.3096801867
1922	0.3096733755
1923	0.3096693495
1924	0.3096615279
1925	0.309655381
1926	0.3096504285
1927	0.3096410384
1928	0.3096237237
1929	0.3096156654
1930	0.3096070837
1931	0.3095953008
1932	0.3095753178
1933	0.3095685026
1934	0.3095520406
1935	0.3095401046
1936	0.3095318244
1937	0.3095232855
1938	0.3095160375
1939	0.3095051908
1940	0.3094943755
1941	0.3094757039
1942	0.3094667968
1943	0.3094568895
1944	0.3094415933
1945	0.3094370851
1946	0.3094282249
1947	0.309419784
1948	0.3094013282
1949	0.3093935629
1950	0.3093803569
1951	0.3093743313
1952	0.3093743039
1953	0.3093534974
1954	0.3093484787
1955	0.3093444012
1956	0.3093322956
1957	0.3093217607
1958	0.3093131115
1959	0.3093058006
1960	0.3092874268
1961	0.3092755913
1962	0.3092613551
1963	0.3092485038
1964	0.3092358011
1965	0.3092305567
1966	0.3092257802
1967	0.3092227824
1968	0.309214834
1969	0.3092073412
1970	0.3092033011
1971	0.3091943227
1972	0.3091940053
1973	0.3091874105
1974	0.3091769267
1975	0.3091673366
1976	0.3091605383
1977	0.3091470438
1978	0.309134868
1979	0.3091302238
1980	0.3091187903
1981	0.3091130555
1982	0.3091042387
1983	0.3090952484
1984	0.3090885946
1985	0.3090812663
1986	0.3090789938
1987	0.3090773591
1988	0.3090640764
1989	0.3090601779
1990	0.3090489726
1991	0.309043534
1992	0.3090250234
1993	0.3090175181
1994	0.3090059138
1995	0.3089952295
1996	0.3089834718
1997	0.3089753388
1998	0.3089736196
1999	0.3089714755
2000	0.3089602756
2001	0.3089550605
2002	0.3089483534
2003	0.3089404956
2004	0.3089300067
2005	0.3089216206
2006	0.3089201019
2007	0.3089113818
2008	0.3089059482
2009	0.3089040803
2010	0.308893595
2011	0.3088688991
2012	0.3088589922
2013	0.3088477735
2014	0.3088421109
2015	0.3088357419
2016	0.3088294542
2017	0.3088182603
2018	0.3088164196
2019	0.308805944
2020	0.3087984533
2021	0.308793536
2022	0.3087812069
2023	0.3087725117
2024	0.3087614529
2025	0.3087568531
2026	0.3087520793
2027	0.3087479032
2028	0.3087434119
2029	0.3087240252
2030	0.3087155707
2031	0.3087048908
2032	0.3086909129
2033	0.3086824161
2034	0.3086774309
2035	0.3086665425
2036	0.3086631062
2037	0.3086509528
2038	0.3086418554
2039	0.3086289113
2040	0.3086071733
2041	0.3086009797
2042	0.3085956821
2043	0.3085902657
2044	0.308582142
2045	0.308566487
2046	0.3085607816
2047	0.3085528543
2048	0.3085392342
2049	0.3085272368
2050	0.3085176707
2051	0.3085150262
2052	0.3085036909
2053	0.3084981691
2054	0.3084872979
2055	0.3084830668
2056	0.3084676945
2057	0.3084526404
2058	0.3084478611
2059	0.3084456209
2060	0.3084337198
2061	0.3084145127
2062	0.3084112412
2063	0.3084069715
2064	0.3084029069
2065	0.3083932364
2066	0.308388146
2067	0.3083766578
2068	0.3083703808
2069	0.3083661119
2070	0.3083537678
2071	0.308332684
2072	0.3083278667
2073	0.3083261993
2074	0.3083247552
2075	0.3083191451
2076	0.3083001032
2077	0.308291405
2078	0.3082797097
2079	0.3082758602
2080	0.3082743647
2081	0.3082680732
2082	0.3082602951
2083	0.3082405308
2084	0.3082262795
2085	0.308215937
2086	0.3082086091
2087	0.308206921
2088	0.3081961381
2089	0.3081885556
2090	0.3081804587
2091	0.3081751698
2092	0.3081661734
2093	0.3081540546
2094	0.3081415158
2095	0.308132654
2096	0.3081286755
2097	0.3081234058
2098	0.3081129783
2099	0.3081072363
2100	0.308096887
2101	0.3080946561
2102	0.3080896941
2103	0.3080725965
2104	0.3080695457
2105	0.3080617606
2106	0.3080497798
2107	0.3080411039
2108	0.3080363312
2109	0.3080259921
2110	0.3080163386
2111	0.3080119662
2112	0.3080091507
2113	0.3080013695
2114	0.3079973948
2115	0.3079916035
2116	0.3079800174
2117	0.3079738197
2118	0.3079665698
2119	0.3079526488
2120	0.3079411212
2121	0.3079243717
2122	0.307924351
2123	0.3079072137
2124	0.3078909833
2125	0.3078808162
2126	0.3078675928
2127	0.3078632845
2128	0.3078597265
2129	0.3078509634
2130	0.3078455735
2131	0.3078367571
2132	0.3078215226
2133	0.307806881
2134	0.3077969293
2135	0.3077884551
2136	0.3077768327
2137	0.3077711415
2138	0.30776487
2139	0.3077577457
2140	0.3077485926
2141	0.307744613
2142	0.3077367212
2143	0.3077330814
2144	0.3077263964
2145	0.307724552
2146	0.3077148198
2147	0.3077122645
2148	0.3077094397
2149	0.3077030859
2150	0.3076959399
2151	0.3076770723
2152	0.3076699369
2153	0.3076650708
2154	0.3076615954
2155	0.3076525928
2156	0.3076417736
2157	0.3076353993
2158	0.3076350504
2159	0.3076224145
2160	0.3076113886
2161	0.307603057
2162	0.3075947168
2163	0.3075886548
2164	0.3075848468
2165	0.3075762009
2166	0.3075668772
2167	0.3075610733
2168	0.3075571839
2169	0.3075519652
2170	0.3075332028
2171	0.3075150042
2172	0.3075096071
2173	0.3075064345
2174	0.3074988464
2175	0.3074925419
2176	0.3074828769
2177	0.3074723005
2178	0.3074582846
2179	0.3074576619
2180	0.3074517626
2181	0.3074399298
2182	0.3074361239
2183	0.307423456
2184	0.3074234325
2185	0.3074153789
2186	0.3074103734
2187	0.3074067476
2188	0.3074008789
2189	0.3073855766
2190	0.3073839279
2191	0.3073787537
2192	0.3073617866
2193	0.3073534616
2194	0.3073470379
2195	0.3073340463
2196	0.3073249334
2197	0.307315162
2198	0.3073129826
2199	0.3072992905
2200	0.3072930613
2201	0.3072818686
2202	0.3072739639
2203	0.3072658253
2204	0.3072578557
2205	0.3072534647
2206	0.3072493344
2207	0.3072408924
2208	0.3072315694
2209	0.307231554
2210	0.3072210332
2211	0.3072148514
2212	0.3072132215
2213	0.3071994963
2214	0.3071934441
2215	0.3071845287
2216	0.3071692999
2217	0.3071418271
2218	0.3071336716
2219	0.3071249888
2220	0.3071138036
2221	0.3071066074
2222	0.307098476
2223	0.3070952943
2224	0.3070794436
2225	0.3070733778
2226	0.307065399
2227	0.3070471127
2228	0.3070397549
2229	0.3070289086
2230	0.3070171102
2231	0.3070169296
2232	0.3070081096
2233	0.3070016617
2234	0.307000084
2235	0.3069909523
2236	0.3069774847
2237	0.3069703237
2238	0.3069630098
2239	0.3069545235
2240	0.3069379247
2241	0.3069310832
2242	0.3069189675
2243	0.3069062397
2244	0.3068869401
2245	0.3068800356
2246	0.3068787692
2247	0.3068738488
2248	0.3068670658
2249	0.3068640742
2250	0.3068578649
2251	0.3068465788
2252	0.3068351047
2253	0.3068202917
2254	0.3068113576
2255	0.3068065822
2256	0.3068032259
2257	0.3067972386
2258	0.3067885423
2259	0.3067724617
2260	0.3067658365
2261	0.3067581079
2262	0.3067526082
2263	0.3067393841
2264	0.3067363702
2265	0.3067239077
2266	0.3067206307
2267	0.3067163046
2268	0.3067131
2269	0.3067051246
2270	0.3067023019
2271	0.3067018462
2272	0.3066965854
2273	0.3066875305
2274	0.3066795164
2275	0.3066643646
2276	0.3066633175
2277	0.3066551422
2278	0.306651721
2279	0.306645762
2280	0.3066410333
2281	0.3066326755
2282	0.306629248
2283	0.3066178848
2284	0.3066019988
2285	0.3065836388
2286	0.3065779565
2287	0.3065730814
2288	0.3065689682
2289	0.3065570305
2290	0.3065551612
2291	0.3065483665
2292	0.306541004
2293	0.306533227
2294	0.3065267348
2295	0.3065235426
2296	0.306509782
2297	0.3065092389
2298	0.3065069689
2299	0.3065005676
2300	0.3064930388
2301	0.3064851019
2302	0.3064817893
2303	0.3064777688
2304	0.3064640341
2305	0.3064612309
2306	0.3064588849
2307	0.3064517642
2308	0.3064410285
2309	0.3064318503
2310	0.3064223134
2311	0.3064195843
2312	0.3064123042
2313	0.3064020714
2314	0.3063962995
2315	0.3063854788
2316	0.3063755286
2317	0.306372127
2318	0.3063692825
2319	0.3063622328
2320	0.3063537894
2321	0.3063456263
2322	0.3063423107
2323	0.3063383191
2324	0.3063263887
2325	0.3063237653
2326	0.306322328
2327	0.306315504
2328	0.3063052284
2329	0.3062964655
2330	0.306293564
2331	0.3062830106
2332	0.3062804682
2333	0.3062729219
2334	0.3062606549
2335	0.306253188
2336	0.3062476794
2337	0.3062437836
2338	0.3062386199
2339	0.3062324478
2340	0.3062197266
2341	0.3062129812
2342	0.3062068276
2343	0.3061988246
2344	0.3061951016
2345	0.306173841
2346	0.3061573408
2347	0.3061349607
2348	0.3061177266
2349	0.3061140715
2350	0.3061028919
2351	0.3060926172
2352	0.3060896251
2353	0.3060769017
2354	0.3060673429
2355	0.3060539942
2356	0.3060468405
2357	0.3060427108
2358	0.3060294762
2359	0.3060245086
2360	0.3060152377
2361	0.306009347
2362	0.3060012208
2363	0.3059950187
2364	0.3059949756
2365	0.3059880733
2366	0.3059849152
2367	0.3059773886
2368	0.3059720594
2369	0.3059689439
2370	0.3059601996
2371	0.3059546787
2372	0.3059488998
2373	0.3059347557
2374	0.3059313674
2375	0.3059208346
2376	0.3059204372
2377	0.3059078741
2378	0.3058983219
2379	0.3058840689
2380	0.3058750089
2381	0.3058643263
2382	0.3058515946
2383	0.3058423098
2384	0.3058320879
2385	0.3058293034
2386	0.3058274759
2387	0.305818361
2388	0.3058154198
2389	0.305808293
2390	0.3058068847
2391	0.3058053578
2392	0.3058034882
2393	0.3058007067
2394	0.3057958994
2395	0.3057890849
2396	0.3057834875
2397	0.3057751008
2398	0.3057707101
2399	0.3057661753
2400	0.3057573324
2401	0.305744752
2402	0.3057406562
2403	0.3057376884
2404	0.3057301078
2405	0.3057251046
2406	0.305713808
2407	0.3057005782
2408	0.3056998182
2409	0.3056967237
2410	0.3056910505
2411	0.3056902062
2412	0.3056817723
2413	0.3056797676
2414	0.3056766467
2415	0.3056648553
2416	0.3056539627
2417	0.3056470183
2418	0.3056345552
2419	0.3056275449
2420	0.3056183669
2421	0.3056028903
2422	0.305597192
2423	0.3055925993
2424	0.3055859847
2425	0.30558156
2426	0.3055711474
2427	0.3055687519
2428	0.3055473808
2429	0.3055452013
2430	0.3055352062
2431	0.3055239387
2432	0.305520355
2433	0.3055195091
2434	0.3055055605
2435	0.3054975861
2436	0.3054867486
2437	0.3054867328
2438	0.3054775846
2439	0.305469806
2440	0.3054667426
2441	0.3054601946
2442	0.305453018
2443	0.305443086
2444	0.3054427175
2445	0.305438154
2446	0.3054320938
2447	0.3054276276
2448	0.3054275491
2449	0.3054147061
2450	0.3054120415
2451	0.3054051021
2452	0.3053975912
2453	0.3053941298
2454	0.3053844707
2455	0.3053774996
2456	0.3053757445
2457	0.3053681915
2458	0.3053550486
2459	0.3053500417
2460	0.3053404899
2461	0.3053267519
2462	0.3053146983
2463	0.3053079709
2464	0.3052988827
2465	0.3052898601
2466	0.3052841205
2467	0.3052623854
2468	0.3052622811
2469	0.3052575385
2470	0.3052553942
2471	0.3052529988
2472	0.3052460175
2473	0.3052371563
2474	0.3052365808
2475	0.3052234532
2476	0.3052192957
2477	0.3052129378
2478	0.3052081857
2479	0.3051853247
2480	0.3051769743
2481	0.3051704365
2482	0.3051604506
2483	0.3051550888
2484	0.305150989
2485	0.3051448057
2486	0.3051287515
2487	0.3051247906
2488	0.3051186422
2489	0.3051167791
2490	0.305114109
2491	0.3051109078
2492	0.305105609
2493	0.3050992284
2494	0.3050951663
2495	0.3050924593
2496	0.3050885049
2497	0.30508009
2498	0.3050688529
2499	0.3050545804
